,Tweet,author_id,favorites,retweets,date,Label
19,S8 Active: un Samsung Galaxy en esteroides … http:// ift.tt/2xGwRPW,14225006,0,0,2017-10-31 19:52:37,0
20,"¡Lo MEJOR en #smartphone ! #9: Samsung Galaxy S8, Smartphone libre (5.8"", 4GB RAM, 64GB, 12MP) [Versión española: incluye Samsung Pay,…",889191415351267328,0,0,2017-10-31 19:52:29,0
21,Magnífico Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/3SMV5F,169642036,0,0,2017-10-31 19:51:09,0
22,Samsung Galaxy SII SGH-T989 T-Mobile Cell Phone Bundle in a Box http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337938114&customid=Phones&item=142560198028&vectorid=229466&lgeo=1&utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/dFoH3HooQ9,896522593011879936,0,0,2017-10-31 19:51:08,0
23,?????????? ???????????? ??????? ??????? ?? Samsung Galaxy S3. http:// youtu.be/8Bs7_pHSuvc,916468316,0,0,2017-10-31 19:51:02,0
24,Samsung galaxy note 8 review so close to perfection the independent - http:// bit.ly/2yjn1rE,133195823,0,0,2017-10-31 19:50:23,0
25,Este Natal é o Samsung Galaxy S8,3697385777,0,0,2017-10-31 19:50:09,0
26,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,1395291229,0,0,2017-10-31 19:49:33,0
27,#sell #ph #news Samsung Galaxy S6 Edge 32GB (Gold Platinum) #visit - http:// buymay.mobi /,1409546106,0,0,2017-10-31 19:48:25,0
28,@SpotifyCares not sure why the app has been slow to load and glitching music for the past couple months. Samsung galaxy s5,111335108,0,0,2017-10-31 19:48:24,0
29,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/z6FmcU,788872059291971584,0,0,2017-10-31 19:48:14,0
30,Buy all new 3D Painting Fundas For #Samsung Galaxy A5 and protect your phone with style. - Soft TPU pic.twitter.com/035LrYOyDJ,919857441616957441,0,0,2017-10-31 19:48:06,0
31,T @bt_uk : RT to #WIN a fantastic Samsung Galaxy S8 from BT Mobile this #Halloween ! T&Cs : http:// po.st/8aAaSY pic.twitter.com/CjbtnLBZdB,1486287276,1,3,2017-10-31 19:47:06,0
32,Um samsung galaxy kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,2342757456,2,0,2017-10-31 19:45:44,0
33,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/beHVpORCTo4?a - SAMSUNG GALAXY S9 meterá MIEDO!!).,974989609,0,0,2017-10-31 19:45:32,0
34,"#UnboxYourPhone Samsung Galaxy S8 Plus, from tariffs of £42 p/m @VodafoneUK via @EzMobiles http:// tidd.ly/9207c2ff pic.twitter.com/LpGCdpXU2s",2485574457,0,0,2017-10-31 19:45:24,0
35,S8 Active: un Samsung Galaxy en esteroides https:// yhoo.it/2xHclyH #Tecnología,9086242,1,0,2017-10-31 19:45:14,0
36,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/nXS4d7,61430234,0,0,2017-10-31 19:43:47,0
37,Samsung Galaxy Tab A 8.0 (2017) (SM-T380) Available In The US https:// goo.gl/fb/GzPjor,111054153,0,0,2017-10-31 19:43:41,0
38,I liked a @YouTube video http:// youtu.be/TdCPO44GAds?a How to Flash Samsung Galaxy Note 2 N7100 100% done odin tool by Smart Phone Help,165917640,0,0,2017-10-31 19:43:07,0
39,I added a video to a @YouTube playlist http:// youtu.be/vJlun-aZQAY?a Samsung Galaxy A series 2018|official video | official video of Samsung,845693067256586241,0,0,2017-10-31 19:42:32,0
40,"phone #9: Samsung Galaxy S7 Screen Protector,CBoner Glass Protector [Tempered Glass… https:// goo.gl/fb/WeWUxR",172339292,0,0,2017-10-31 19:42:30,0
41,Buy #Samsung Galaxy Tab A 2016Phichit #buy here http:// th.fifihape.com/?s=best+promote,891978240054632449,0,0,2017-10-31 19:42:15,0
42,Cómo Rootear Samsung Galaxy S6 Edge - Android 6.0.1 Marshmallow http:// fandroide.net/como-rootear-s amsung-galaxy-s6-edge-android-6-0-1-marshmallow/ …,740898498,0,0,2017-10-31 19:41:49,0
43,Lo que puedes hacer con la S Pen del Samsung Galaxy Note 8 - Parentesis http:// ift.tt/2z9qecD #Tecnologia,579290833,0,0,2017-10-31 19:41:08,0
44,Samsung Galaxy Note FE (SM-N935) Full Specifications And Price http:// ift.tt/2z0SzSO,3212087926,0,0,2017-10-31 19:40:41,0
45,China offers: http:// i-love-china-tech.tk/2017/m01-360-d egree-rotation-bracket-w-back-clamp-for-samsung-galaxy-s3-i9300-black/ … -M01 360 Degree Rotation Bracket w/ Back Clamp for Samsung Galaxy S3 i9300 ...,284105566,0,0,2017-10-31 19:40:35,0
46,Samsung Galaxy s7 Edge Review for Verizon http://www. reviewboard.com/2016/06/verizo n-samsung-galaxy-s7-edge/ …,769569643,0,0,2017-10-31 19:39:46,0
47,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,18951550,0,0,2017-10-31 19:39:42,0
48,I have a Samsung Galaxy j36,919126399025164291,1,0,2017-10-31 19:39:38,0
49,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/X7PnTE,216867946,0,0,2017-10-31 19:39:27,0
50,#ad LOT Samsung Galaxy TRAVEL ADAPTER ADAPTIVE FAST CHARGER & CABLE http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337950191&item=322847374402&vectorid=229466&lgeo=1 …,910025952075251712,0,0,2017-10-31 19:38:33,0
51,Samsung Galaxy Tab A 8.0 (2017) (SM-T380) now sold in USA w/ 3 months of YouTube Red + 14 hour batt. life http:// tabletmonkeys.com/samsung-galaxy -tab-a-8-0-2017-sm-t380-available-in-the-us/ … #samsung pic.twitter.com/vlTMkjHibL,277762031,0,0,2017-10-31 19:38:13,0
52,Vendo Samsung Galaxy S8 Edge de 64 GB / Nuevo / Entrega inmediata. Inbox. pic.twitter.com/8VG3BQSytc,161056452,7,2,2017-10-31 19:37:56,0
53,2017 Kingsener New Sp3676b1a (1s2p ) For Samsung Galaxy Be aware 10.1 Tab 2 P5100 P5110 P7500 P7510 ... on - https:// electronics.storemogul.com/products/2017- kingsener-new-sp3676b1a-1s2p-for-samsung-galaxy-note-10-1-tab-2-p5100-p5110-p7500-p7510-n8000-n8010-tablet-battery … pic.twitter.com/YLUFWFRvsL,2827155477,1,0,2017-10-31 19:37:42,0
54,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,3179614988,0,0,2017-10-31 19:37:36,0
55,"iPhone x, Samsung galaxy 8 or Google pixel 2?",429685892,1,0,2017-10-31 19:37:22,0
56,Samsung Galaxy S III SGH-T999 - 16GB - Metallic Blue (Unlocked) Smartphone http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337938114&customid=Phones&item=122785299226&vectorid=229466&lgeo=1&utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/eziE5Kwam9,896522593011879936,0,0,2017-10-31 19:37:13,0
57,SK Telecom T1 e Samsung Galaxy fazem a final do Mundial de LoL… de novo! http://www. zcode.systems/sk-telecom-t1- e-samsung-galaxy-fazem-a-final-do-mundial-de-lol-de-novo/ … pic.twitter.com/rAE1m0ryzY,3072038568,0,0,2017-10-31 19:36:53,0
58,Dica Extra! Smartphone Samsung Galaxy S7 Edge https:// goo.gl/X9DC5g pic.twitter.com/JakJ6HLmLE,473031597,2,0,2017-10-31 19:35:56,0
59,Now up on the auction block: Samsung Galaxy S6 EDGE 64GB Sprint Black NEAR MINT Shipped FAST $249.99 via eBay http:// ift.tt/2z9MfIn,713083512241463296,0,0,2017-10-31 19:35:38,0
60,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/beHVpORCTo4?a - SAMSUNG GALAXY S9 meterá MIEDO!!).,523664909,0,0,2017-10-31 19:34:48,0
61,Samsung Galaxy S9 Leaks Suggest Headphone Jack Removal For 2018 Release Date - International Business Times http:// news.google.com/news/url?sa=t& fd=R&ct2=in&usg=AFQjCNF9cauvJdiuvEuoTERd3mq5fnQZdw&clid=c3a7d30bb8a4878e06b80cf16b898331&cid=52779652223949&ei=hAj5WcjqKI30qgL43J3gDg&url=http://www.ibtimes.com/samsung-galaxy-s9-leaks-suggest-headphone-jack-removal-2018-release-date-2608642 …,13623052,0,0,2017-10-31 19:34:28,0
62,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/QhVpbc,108452690,0,0,2017-10-31 19:34:25,0
63,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/m7jV3Z,59918391,0,0,2017-10-31 19:34:10,0
64,?????? Samsung?Galaxy S4 Active GT-9295?????????????? ????????7??????? http:// kizitora.jp/archives/27402 702.html … @kizitora3104 ????,1525626642,0,0,2017-10-31 19:33:12,0
65,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/M6bjOs7U96o?a - Samsung Galaxy J7 2016 Android 7.0 Nougat is finnaly here!).,2485910064,0,0,2017-10-31 19:33:10,0
66,¡Ayúdame a conseguir el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/x6whR3,347997180,0,0,2017-10-31 19:32:38,0
67,The Samsung Galaxy J5-Pro (2017) $699.00 Call Boss Tech at (246) 826-2802 asap Released June… https://www. instagram.com/p/Ba7lKf5lBar/,793412713699418112,0,0,2017-10-31 19:32:30,0
68,CONCORRA A UM IPHONE X E UM SAMSUNG GALAXY NOTE 8 https:// wn.nr/sZc83L,793582465667440640,0,0,2017-10-31 19:32:11,0
69,"Am ad?ugat un videoclip la o list? de redare pe @YouTube , http:// youtu.be/76tJLZNzFVc?a Tech în 3, Ep. 1 Cu lupa pe Samsung Galaxy S5 ?i",806467765,0,0,2017-10-31 19:31:33,0
70,Top 6 Key Features in Samsung Galaxy S6 Edge http:// top6.com/?p=5181,835932966782107649,0,0,2017-10-31 19:30:42,0
71,Samsung Galaxy S7 Black 32GB (Boost Mobile) http://www. e-business-e-marketing.com/shop/samsung-g alaxy-s7-black-32gb-boost-mobile/ … ? ??????? @E_Business2,859134503054389253,0,0,2017-10-31 19:30:27,0
72,Here's your chance to win Samsung Galaxy S8 for limited time at Republic Lab -,17007093,0,0,2017-10-31 19:29:32,0
73,"#9: Samsung Galaxy S7 Screen Protector,CBoner Glass Protector [Tempered Glass], Bubble Free [3 PACK] http:// dlvr.it/PybBJ2 pic.twitter.com/VQ7go48uW5",2201768282,0,0,2017-10-31 19:29:11,0
74,Me gustó un video de @YouTube http:// youtu.be/beHVpORCTo4?a SAMSUNG GALAXY S9 meterá MIEDO!!,261410113,0,0,2017-10-31 19:28:45,0
75,Samsung Galaxy Note 8 International Giveaway! https:// wn.nr/b8BBGY,3011590726,0,0,2017-10-31 19:28:33,0
76,ocube PU Leather-based Case Cowl + TPU Again Stand Card Slots Shell Case For Samsung Galaxy Tab A ... on S ... - https:// electronics.storemogul.com/products/ocube -pu-leather-case-cover-tpu-back-stand-card-slots-shell-case-for-samsung-galaxy-tab-a-7-0-sm-t280-t280n-t285-7-tablet … pic.twitter.com/rdFiU0wqF3,2827155477,0,0,2017-10-31 19:28:23,0
77,"Sorteo del Samsung Galaxy S8, Participa. @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/w4F9NZ",867452361802825728,0,0,2017-10-31 19:28:13,0
78,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/beHVpORCTo4?a - SAMSUNG GALAXY S9 meterá MIEDO!!).,214363389,0,0,2017-10-31 19:27:43,0
79,Samsung Galaxy A510 fehér hátlap http:// dlvr.it/Pyb9sP pic.twitter.com/0P9LeuTwRl,3790635387,0,0,2017-10-31 19:27:04,0
80,I liked a @YouTube video http:// youtu.be/E7LiHYT3AB0?a Review Samsung Galaxy Note 8 Indonesia!,312515321,0,0,2017-10-31 19:26:35,0
81,Para mí la cámara del Samsung galaxy note 8 es mil veces mejor,821641696328945664,0,0,2017-10-31 19:25:51,0
82,"Samsung Galaxy TabPro S SM-W703 12.0"" 128GB Windows 10 Tablet http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10044&campid=5337506718&customid=&lgeo=1&vectorid=229466&item=362144971704 …",922845209599381505,0,0,2017-10-31 19:25:15,0
83,CNET en Español: S8 Active: un Samsung Galaxy en esteroides https:// youtu.be/MwRnz-j883k,624387017,0,0,2017-10-31 19:25:14,0
84,Top 10 Android Games on Samsung Galaxy S3 Top 10 Android Games on Samsung Galaxy S3 – Androidizen Hi ... http:// freetoplaymmorpgs.com/gaming-news/to p-10-android-games-on-samsung-galaxy-s3 …,71881521,0,0,2017-10-31 19:25:08,0
85,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,18204910,0,0,2017-10-31 19:24:34,0
86,How to Make Your Samsung Galaxy Phone Feel More Like Stock Android https:// prescient.info/xhIHaRt4/,574556494,0,2,2017-10-31 19:24:02,0
87,I liked a @YouTube video http:// youtu.be/mkuiLEPdzPs?a WE vs. SSG | Semifinals Game 4 | 2017 World Championship | Team WE vs Samsung Galaxy,1963266546,0,0,2017-10-31 19:23:04,0
88,Samsung Galaxy Note 8 International Giveaway @androidauth #giveaway https:// wn.nr/CrjD8Y,441924426,0,1,2017-10-31 19:22:17,0
89,Win a 9.6“ Samsung Galaxy Tablet! https:// r.wyng.com/p/wnz0QiB,405731724,0,0,2017-10-31 19:21:57,0
90,"Acaba de salir en Murcia el nuevo Samsung Galaxy Note Acho, verdá, @ElMolecula23 ?",1078003718,2,1,2017-10-31 19:20:52,0
91,Cómo Rootear Samsung Galaxy S6 Edge Fácilmente http:// fandroide.net/como-rootear-s amsung-galaxy-s6-edge-facilmente/ …,897318141759500288,0,0,2017-10-31 19:20:33,0
92,SEE EHN! You call a man a broke ass because he cant afford to buy you a samsung galaxy S8. Yet you cant afford to... http:// fb.me/8P0mJMiBm,1633575619,0,0,2017-10-31 19:20:00,0
93,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/beHVpORCTo4?a - SAMSUNG GALAXY S9 meterá MIEDO!!).,447163152,0,0,2017-10-31 19:19:28,0
94,|consigue el Samsung Galaxy S8 que sortea @UrbanTecno ! #S8GratisUrbanTecno https:// wn.nr/gDXbEw,2626535539,0,0,2017-10-31 19:19:01,0
95,#sell #ph #news Samsung Galaxy S8 64GB ( Orchid Gray ) #visit - http:// buymay.mobi /,1409546106,1,0,2017-10-31 19:18:34,0
96,"Price in USD: $147Price in Rupees: 15,300 Samsung Galaxy J2 Mobile Price, Specs… https://www. softynews.com/price-in-usd-1 47price-in-rupees-15300-samsung-galaxy-j2-mobile-price-specs/ …",805149803910938624,0,0,2017-10-31 19:18:18,0
97,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,3038620752,0,0,2017-10-31 19:17:56,0
98,Saya suka video @YouTube http:// youtu.be/E7LiHYT3AB0?a Review Samsung Galaxy Note 8 Indonesia!,112049942,0,0,2017-10-31 19:17:39,0
99,SAMSUNG Galaxy S8+ Orchid Grey https:// goo.gl/fb/RhL5Dj #schnäppchen,15906967,0,0,2017-10-31 19:17:11,0
100,CONCORRA A UM IPHONE X E UM SAMSUNG GALAXY NOTE 8 https:// wn.nr/VBnXCU,177744144,0,0,2017-10-31 19:16:38,0
101,Gostei de um vídeo @YouTube http:// youtu.be/-OKqBb34szw?aG oogle … Pixel 2 XL vs iPhone 8 Plus vs Samsung Galaxy S8+ | CAMERA SHOOTOUT,1393791769,0,0,2017-10-31 19:16:20,0
102,Portugal flag OtterBox defender samsung galaxy s8 case http:// izipho.net/portugal_flag_ otterbox_defender_samsung_galaxy_s8_case_zazzle_otterbox-256047263000598562.html#.WfkEDpL0GtA.twitter …,3844694723,0,0,2017-10-31 19:15:29,0
103,GOOD USED UNLOCKED VERIZON SAMSUNG GALAXY S4 MINI SCH-I435 16G - FAST SHIPPING http:// rover.ebay.com/rover/1/711-53 200-19255-0/1?ff3=2&toolid=10039&campid=5337938114&customid=Phones&item=122785459353&vectorid=229466&lgeo=1&utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/JozwdLwJph,896522593011879936,1,0,2017-10-31 19:14:22,0
104,"Samsung Galaxy J7 Apenas venda, Interessados entrar em contato com: (64) 9 99969713",1832954376,0,0,2017-10-31 19:14:10,0
105,SK telecom T1 face Samsung Galaxy in the 2017 World Championship Finals - The Rift Herald https:// goo.gl/fb/8Vfg2j,440287944,0,0,2017-10-31 19:14:03,0
106,Really wanting a Samsung Galaxy S7 when I can upgrade!!,178451680,1,0,2017-10-31 19:12:39,0
107,Buy #Samsung Galaxy Tab A 2016Phetchabun #buy here http:// th.fifihape.com/?s=best+promote,891978240054632449,0,0,2017-10-31 19:12:31,0
108,Me gustó un video de @YouTube http:// youtu.be/beHVpORCTo4?a SAMSUNG GALAXY S9 meterá MIEDO!!,3043354637,0,0,2017-10-31 19:12:01,0
109,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,45856909,0,0,2017-10-31 19:11:46,0
110,Check out ? #Samsung deal from #O2 - Samsung Galaxy Tab S2 9.7 (32GB Black Refurbished Wi-Fi + 4G) at £350... https:// my.app.link/A69XGKB2fB?244 b03aa …,819297875876282368,0,0,2017-10-31 19:11:12,0
111,Now up on the auction block: Samsung Galaxy S6 Edge 32gb White AT&T Clean IMEI/ESN $199.99 via eBay http:// ift.tt/2iPpqn5,713083512241463296,0,0,2017-10-31 19:11:05,0
112,Quiero que @computerhoy pruebe y analice el Samsung Galaxy Grand Prime. http:// computerhoy.com/fichas/samsung -galaxy-grand-prime …,381472818,0,0,2017-10-31 19:10:57,0
113,El Exynos 7885 les traería conectividad Bluetooth 5.0 al Samsung Galaxy A7 (2018) y Galaxy A5 (2018) http://www. smart-gsm.com/blog/certifica cion-exynos-7885-apto-para-conectividad-bluetooth-5-0/ … pic.twitter.com/v7FYOvUCjo,234152249,0,0,2017-10-31 19:10:31,0
114,Samsung Galaxy S6 32gb http:// dlvr.it/Pyb56V pic.twitter.com/ZJuA2J63aw,909912344364552194,0,0,2017-10-31 19:10:05,0
115,Me gustó un video de @YouTube http:// youtu.be/beHVpORCTo4?a SAMSUNG GALAXY S9 meterá MIEDO!!,710462818168995840,0,0,2017-10-31 19:09:35,0
116,Apps do Android: Samsung Galaxy Tab Active2 - um tablet para o mercado empresarial http:// ift.tt/2ij6AAU,8873382,0,0,2017-10-31 19:09:07,0
117,"http:// bit.ly/AmazoncomCoupo ns … Samsung Galaxy Note 5, White 32GB (AT&T)by Samsung(438)Buy new: $348.9934 used & new from $199.00 (Visit the Bes… pic.twitter.com/nVht9NIT4e",2765961966,0,0,2017-10-31 19:09:05,0
118,Samsung Galaxy S6 Edge 32gb White AT&T Clean IMEI/ESN Giveaway RT & Follow pic.twitter.com/wRbYuX8r4e,757660086324068352,0,1,2017-10-31 19:08:22,0
119,The Samsung Galaxy S8 #GAN #Refurbished @EE via @EzMobiles 3GB £42.99 p/m #Love #Tech http:// tidd.ly/c564dfa6 pic.twitter.com/dbLSX7o6FK,2485574457,0,0,2017-10-31 19:08:18,0
120,Gostei de um vídeo do @YouTube http:// youtu.be/HS4SMnfSajY?a Samsung Galaxy J7 Pro Cartoes Formtacao Mover,2599559592,0,0,2017-10-31 19:08:04,0
121,I liked a @YouTube video http:// youtu.be/BGk7I7mWZT0?a Poetic Guardian & Revolution cases for Samsung Galaxy Note 8 (Built-in Screen,43612280,1,0,2017-10-31 19:07:31,0
122,Who's going to win League of Legends Worlds 2017? #LeagueofLegends #Worlds2017 #Poll #SKT #SamsungGalaxy,908940076662398982,0,0,2017-10-31 19:07:16,0
123,"J'aime une vidéo @YouTube : ""[Test] Samsung Galaxy Mega 6.3 [FR]."" à l'adresse http:// youtu.be/_xFIp7wMJWk?a .",3288646181,0,0,2017-10-31 19:06:19,0
124,Smartphone Samsung Galaxy J7 Prime Dual Chip Preto http:// bit.ly/2olVOim + Cupom de Desconto: RCA-27231 pic.twitter.com/7bRLAsJNoj,473031597,3,0,2017-10-31 19:05:58,0
125,YouTube #HDR #playback #arrives on the #Samsung #Galaxy #S8 and #Xperia #XZ #Premium As far as looks are conce http://www. your-top.com/youtube-hdr-pl ayback-arrives-on-the-samsung-galaxy-s8-and-xperia-xz-premium/ …,199077562,0,0,2017-10-31 19:05:46,0
126,??????? ?? Samsung Galaxy S8 ????????? ? ??????? ???? ?? ?????? ?????? https://www. 5-tv.ru/news/162962/ #???????? #Samsung pic.twitter.com/XRjjsAvpBu,43429477,1,0,2017-10-31 19:04:41,0
127,I liked a @YouTube video http:// youtu.be/LIe_3t_fbNA?a UAG Plyo Series Samsung Galaxy Note 8 Case Unboxing!,268603649,0,0,2017-10-31 19:04:32,0
128,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/beHVpORCTo4?a - SAMSUNG GALAXY S9 meterá MIEDO!!).,137217260,0,0,2017-10-31 19:04:29,0
129,Pružný plastový kryt pro Samsung Galaxy J3 (2016) DOTSIE https://www. mobilin.cz/produkt/pruzny -plastovy-kryt-pro-samsung-galaxy-j3-2016-dotsie-22/ …,809779275679285248,0,0,2017-10-31 19:04:08,0
130,China offers: http:// i-love-china-tech.tk/2017/micro-usb -9pin-male-to-usb-2-0-female-otg-cable-for-samsung-galaxy-note-3-n9000-black-15cm/ … -Micro USB 9pin Male to USB 2.0 Female OTG Cable for Samsung Galaxy Note 3 ...,284105566,0,0,2017-10-31 19:02:54,0
131,"Saga Tops , RC MEDIA WORLD JA Creations , WeloveKoora , Tech Configurations TOP TECH , Samsung Galaxy S9... http:// youtu.be/aknF_0jBAs0?a",4872998488,0,0,2017-10-31 19:02:41,0
132,"Wujud Samsung Galaxy S9 bocor, tidak memiliki jack headphone? http:// beritaterkini21.com/wujud-samsung- galaxy-s9-bocor-tidak-memiliki-jack-headphone/ … pic.twitter.com/aJhpV2zxNN",2803848841,0,0,2017-10-31 19:02:34,0
133,Me gustó un video de @YouTube http:// youtu.be/HoweiGkaniU?a Samsung Galaxy Note 8 Review (1 Month Later),1476222764,1,0,2017-10-31 19:02:01,0
134,Iphone X and the Samsung Galaxy note 8 and of course i like to win the Iphone X that you're going to give away,1459723813,0,0,2017-10-31 19:01:28,0
135,Enter for a chance to win a Samsung Galaxy Note8 + Gift Card prizes! #samsungtargettech #Sweepstakes Rules http:// bit.ly/2xyw8ns,373208579,0,0,2017-10-31 19:01:26,0
136,"Galaxy A5 2017 Coque, Galaxy A5 2017 Housse, Samsung Galaxy A5 (2017) A520 Etui,BONROY® Série d’été Ultra-Mince Thin http:// netball.materiel-de-sport.com/?p=764",28768666,0,0,2017-10-31 19:01:01,0
137,"#Deals USB Type C Adapter, JSAUX Aluminum USB C to Micro USB Convert Connector with Keychain for Samsung Galaxy ... http:// ow.ly/6ycc50eVigl",815278034,1,0,2017-10-31 19:00:42,0
138,Me ha gustado un vídeo de @YouTube ( http:// youtu.be/beHVpORCTo4?a - SAMSUNG GALAXY S9 meterá MIEDO!!).,137221406,0,0,2017-10-31 19:00:25,0
